	P08912	P30518	P08588	P08100	Q8NFJ5	P51681	Q9UBS5	P29274	P30556	P28335	P35372	P32745	P08172	P32239	P34969	Q9NS75	P47900	P20309	P51582	P43119	Q9H3N8	P25021	P43088	P08173	P21554	P18825	P28566	P21728	P30874	P30872	Q15077	P11229	O15303	P08908	P18089	Q5T6X5	P30542	Q9Y5N1	P28222	P0DMS8	Q13255	P32238	Q14831	P35346	Q9H244	P37288	P25101	Q9Y271	O95665	Q14833	P34981	P25100	Q14416	Q99677	O00222	P35367	P08913	P24530	Q14832	P30939	P41143	P41145	P21918	P35368	P28221	P13945	P25024	P41595	P21917	P35462	P48039	P41231	P29275	P47898	Q15391	P43657	Q13639	P14416	P41594	P35348	O60883	Q8TDS4	Q9NPC1	P07550	Q13258	P43115	P25105	P21731	Q15722	P28223	P43116	P34995	P50406	Q96G91
Q9NPC1	162.4304111803649	163.07917181152152	169.1483219038637	147.36587378793774	172.74581293656956	149.74378162517678	147.0846693640924	155.92636868404225	151.53758550668135	153.14637773146387	151.8199079716578	158.9758599891211	140.88887524610618	150.76228919357527	151.52395983957103	150.40492985062883	155.05140234564897	153.5487996286829	162.79675755940843	153.60508156364085	174.719329613843	154.3443776346685	154.32591414445778	174.4748747536214	155.4063878547022	171.4858800296206	153.1766975344508	148.3662721234141	153.2872161954292	160.33965179952793	158.75627980561694	146.66114566326723	171.9188237983617	165.0096570005553	168.6855104760907	176.28555145522114	164.8226438772981	145.39899491964024	166.15512938494794	197.26377701867023	149.33225500083063	156.40994533954654	156.6198057225556	157.69469511305215	164.74027529268642	165.71663398476085	154.09669200971257	147.06473150016973	148.92476260330295	164.31751534539217	143.95746866114496	155.16397294984927	152.1687145329197	162.94288244540803	171.63503118383233	150.2637787492713	163.9326198529452	155.62001160580257	155.2642754886765	136.16458150297694	144.31047655281145	152.28942979275598	160.12053029594244	148.8866893259401	157.64389915327774	166.4091093953466	146.14145433343947	171.6192130589625	180.93450504893553	159.18239492038265	153.79428562900284	149.32960861554602	154.0465205081273	157.81282628612826	144.72500977216987	145.7829031185247	177.65350214025239	155.26614625827642	151.36661133615416	156.5553504654672	161.27062578254845	155.73906661674846	0.0	151.02217605989426	147.323027914681	138.81143786828034	166.42755157593638	131.72105386614567	112.46423531668552	161.800821142504	145.0294654557947	132.60287987894844	169.54036429163534	173.97825565375388	
P07550	118.6465869814856	99.74938665836817	80.79597217778792	92.52870801983954	150.7677046864992	99.23005412623752	94.26233990601031	109.33202462014742	81.94663230259903	108.44714303791989	98.63980129454285	115.43476860126248	71.75393149786396	100.29097956127953	99.67654407312511	129.9273681693303	125.4174896631157	104.39347940700827	118.59533549041953	92.54559954971774	142.77679337596055	102.0382372791355	125.33366047270829	122.20851078920532	101.34548188639747	111.76412820140831	105.45415895589394	94.19143593579065	103.53593065781752	123.91965062078089	122.65853730979143	83.7807400674501	126.21234672953142	115.92867740626389	103.01456134297769	151.78312688262668	106.18928434554255	91.36065442368272	109.04649026645347	162.94577673249296	107.38880986406002	119.74957076180726	105.98355478508165	109.47179828485241	117.48548974070582	127.12859868892701	113.28606182674412	117.65293702617055	111.13846381095937	122.10878562960715	103.24264405942813	98.1421496456096	109.40695919812424	138.57163116172887	129.19937999837566	115.74181483045686	106.26299762795679	104.70858143294754	110.59752515424043	86.62596933888562	90.67851116426755	94.61607512869523	113.67106835026061	87.6886272392876	115.2844228563481	94.46423218457494	103.24226560327224	131.98115724616218	142.84628489162424	112.39344997401349	108.95831507717958	110.67730865633348	96.26123864203691	105.57543042843463	111.63746736984467	120.24737215484492	122.92550394491991	93.69989748654189	97.68685777464998	103.7315343094524	130.65239332302008	128.69850975635927	151.02217605989426	0.0	90.17754228407284	94.11288109468296	134.189334820956	79.06069961591857	106.02767759464041	115.34464675164782	102.10249627870508	101.98810118401889	121.92976317962166	136.17352122091688	
Q13258	120.85616543568904	111.59435600682627	123.17536402840051	102.65426997737814	148.24677292158594	102.83760676527163	101.1158459855942	111.53800818737363	95.37374748260481	110.1208331771777	112.04976843419718	115.90338453440927	87.07498092274182	108.741979445389	111.63043566638953	123.855761591607	123.43931873916881	109.68517351418268	119.69978719583014	99.62290089856833	142.52101910900092	105.60799148873775	126.02820952655748	127.9181408653385	111.82664736289007	136.76628327585058	108.23158781771781	101.76511947641848	106.6362121773418	123.03767563897418	128.8543604327133	92.89041580157937	127.8676471383078	121.62258675957855	132.7141402605048	147.65324403933482	114.00214928388596	95.8283311543928	122.84086975693936	172.66830505235703	104.54805373220006	123.85168219258776	110.60420535109006	115.46717689023353	123.75543549811118	136.6998912366107	112.23697281809291	117.20104854356032	114.5573342689313	119.37942059100897	100.64501819624275	121.6339613580567	110.81358431582339	138.3437683173106	134.69803555711405	121.36530136404326	129.9601439551334	107.6594759759464	113.21584822254954	94.24393356557994	105.61393112404039	107.74753070107545	126.19521951675415	113.52533833010239	119.90472548222169	124.4381741254474	102.48873063485371	139.78458606341155	149.32775152733666	128.18945180735318	104.62802242045291	109.4828226591926	100.29405961773591	112.50579466344789	106.03410826378968	114.14100693684304	143.54106091114227	108.47894772386644	97.68426061942591	129.17068958462914	127.28687899681972	122.86229892267147	147.323027914681	90.17754228407284	0.0	97.52961311716354	129.42692458053352	78.26189921621699	110.51640733903332	120.83178379602032	93.70502739929361	102.16505118081113	125.0353286335594	141.54400925239315	
P43115	122.70905755239073	115.7785225280677	115.35672987278667	104.0030828403178	151.11502458632458	111.05784989206586	95.38554856699193	120.03468639147468	98.75237128697336	113.73974140512291	111.16526545584202	111.83240739052417	81.32067477999954	110.29321547283325	111.59034294620506	136.39237022554153	133.5821092700353	113.79242633987451	116.85896490269806	102.24760313058505	141.43327494466212	118.19495862870826	121.01202627102612	123.03653378679883	109.4073206664616	125.84213798423298	111.97968958917772	96.06563070521224	97.3760701888823	121.69805185333826	130.32401443709387	93.02167843675124	127.3412329836865	115.3786632061383	118.63739820456249	150.41849586192984	109.43455591477687	92.15110861646826	111.99475794611499	166.0797612289025	107.23480485810433	119.92812886286993	109.80261409113882	112.94196667912183	126.33133145052125	130.19551551766926	117.4834135005949	126.85742872505216	114.1019834044273	119.7612005405681	106.27759733323182	113.9261604738349	102.38328900135821	148.93819551775232	134.7788181352662	119.8545330723864	120.09895421285182	116.23282816003484	113.35172132542357	86.55365813621029	102.37631234049331	104.87701949881739	115.85509876249125	102.31739858168294	105.37604667857522	120.55893072101753	104.61446593957953	139.14330346568022	152.70636770062265	113.0847691516392	113.53352899634046	115.62060061929515	103.86764304491226	106.36516585078789	110.813521261618	124.51284870016389	143.19943656929536	102.80996226234129	99.3514928817458	120.91203914023936	126.86362670513336	125.42551456007641	138.81143786828034	94.11288109468296	97.52961311716354	0.0	138.94004046102054	81.77788727491861	107.3499082201597	117.89212469570339	96.49801412480883	78.90118030633312	128.71829808701295	140.64975138171576	
P25105	148.27634686557576	145.91220645589055	151.18491836151225	129.80192066387826	161.94036241725553	122.5639166837791	130.01055616833037	150.3013382703066	134.63714869820978	140.83434031822253	141.22765609179623	159.66385333560174	121.21977490716381	138.29971289436799	135.32741702898056	153.62279280289658	136.51609452546109	140.75981692929054	141.4642195169581	127.34379644849105	167.34169853234198	144.83065892980085	151.400075022073	155.93188634968828	132.62298007485515	153.54829056258313	143.06072325556306	137.95646271540318	146.1042642557877	154.1442727560643	136.7408104877104	129.2010632736201	154.2042954461067	146.18494002624357	152.92055236620945	182.47027532814536	146.1647290281835	130.10852524262737	143.8223721724935	188.49313388895825	138.30604834703263	151.31673562643118	141.82278182910522	152.4935403415584	144.8358891242824	151.31855231226655	138.93744392262306	136.1959552988992	134.9236167674535	148.19698477709608	136.77326477247698	149.6280424648503	140.089013282035	155.6281815271359	159.84753811580595	143.41942305932753	155.77212295494974	131.92356674138864	140.31864635273814	127.92290497435897	139.76594236993697	140.02097580916598	155.2741131990333	139.2894205408229	154.98903204413364	154.22039726900402	127.17803745833226	166.64670577982906	176.13869366809377	153.67047482542694	145.89097694359953	130.96884056105046	139.29019349766895	140.6464470429928	136.64116055733757	146.77576429746114	172.7706521852524	141.98897704220144	137.93468614059384	149.18986068014055	151.36974025995005	158.38506381574553	166.42755157593638	134.189334820956	129.42692458053352	138.94004046102054	0.0	118.16146138886688	135.05018198765174	145.37452393607236	145.97479029279202	139.25496795366053	162.49139448360074	166.56854571588337	
P21731	108.87625058944104	104.28204115235712	109.28564205326256	87.76303099454526	142.85130914958427	92.57040715991752	85.85733950510621	106.065621236281	79.90442216099473	99.66539984027622	100.08952403865987	107.37984598544426	61.15940746758133	91.75092042278266	97.15380887666834	113.47839672639384	113.4920288011781	94.14362788642757	108.5729310688912	86.05859043600503	130.2606978918775	100.32355072998325	112.157249105745	119.00001554546179	100.24416640256823	120.73877713264665	94.5611736549763	86.71389878477203	95.27587951999158	117.54709673282923	113.3429843399208	76.84470553140272	113.87308777554426	106.92336650141806	114.452654956287	135.65531802881742	101.73446451011114	79.94154362360132	107.19881299097324	154.53789807096473	93.58978931902675	107.38183152902639	92.5891339519294	106.89252676710021	114.20842259316123	118.35607092862483	97.23874603043078	100.20831267768517	99.86822134710383	106.57975639232609	88.00903378466319	99.52910819435056	93.71137736248784	127.77131293021375	120.54956634802511	111.20622958434979	114.20786156033864	96.34348988842976	100.10386589850532	72.21209693177661	89.34872733236989	94.24636503195507	112.28650395444129	89.97175516243442	103.70903340284713	110.40208094968693	83.49192416953156	125.39622325001983	140.0770731321245	108.24108403763967	96.16843453783076	95.59043653158005	86.48846016504103	95.76964411570225	99.00227755995002	101.69115716073429	133.88929052825551	94.18603728222661	85.78363425846328	104.63369455159409	114.82019835425308	120.19099500234006	131.72105386614567	79.06069961591857	78.26189921621699	81.77788727491861	118.16146138886688	0.0	97.12398828369624	106.439807307499	90.83112505980534	87.55652357434155	116.72577430616366	126.40340649936115	
Q15722	122.73976539708383	125.31854021140316	137.72980291921704	113.24555268344557	154.81465704420407	115.63937450067897	112.71813356164785	129.5458416655165	108.44017194146	120.29991048986267	121.5552282754361	131.9414007310843	98.65308467079012	113.1610826303513	123.98887147493951	128.1939209432894	132.16441453069274	115.73173448942543	123.19413392811839	119.45847855774628	144.53209353370767	120.85988100567192	123.8596679741604	145.17346843222913	126.2180675927084	147.83868580493436	118.04576695735159	110.47873830383469	119.55534862434433	132.0527480663295	123.5506326037139	103.52697917180194	138.3042058925057	134.23625776456902	139.6875271366298	157.43534399911005	123.14717208863294	108.81312004661595	128.3352298115351	171.79434518558264	114.86552842489618	127.24577847895853	118.81664349687344	125.72461422208289	128.7913934839744	136.7319764522981	129.5296978585684	120.17601145386288	119.44896791352949	130.44522954785498	108.84979420268792	126.6021576763087	119.56352451430575	145.05589003879868	146.88949598658655	125.14441862028616	137.28861697642424	122.88750900191371	123.66884764326096	103.82869240487344	113.78775303375733	114.56423604850715	133.74155826949573	113.50585104209313	130.0551540482411	132.6448323252407	103.75694531765475	148.23402783188794	156.76233434931783	132.5033679317712	125.49196385977848	113.1888118537463	115.78792303621594	118.94193656767311	117.78727615672688	126.04174586808949	143.4718233487656	121.16420514254423	113.09325817825447	132.40020885663398	135.11166080359544	128.08593180302705	112.46423531668552	106.02767759464041	110.51640733903332	107.3499082201597	135.05018198765174	97.12398828369624	0.0	130.6783749000606	114.32944845380553	107.5411423905025	145.1985677798075	147.08644968694716	
P28223	134.8953399823513	129.03373938339064	133.18518548071734	116.77347901455505	170.05594394134823	115.70032651384827	113.62049636716256	131.60589472437277	117.79552685294766	104.06822719622869	114.22261932818219	137.913776084024	101.92905745882308	117.42172006040346	104.48845437393175	151.78325594743364	145.69276337313931	121.23179158993298	148.11573807301465	114.45371878024889	154.27874828351196	134.55900783269317	143.634424498945	129.46007923560683	112.22311018141045	139.83963439101353	112.05813481862424	97.95575058867689	122.69878187979339	130.86197030777112	153.68731521704467	99.47719848508132	133.26724344858667	110.64515414727794	132.92993700897205	169.46878106694203	125.38580678001745	109.10952248118701	107.83095731586218	186.7863642956654	107.61599286471028	133.4607544784667	123.05470227758633	135.8119253863697	138.17897669735248	137.81088098039618	129.9251208609203	135.40790955215925	120.49243326688884	127.03846166133008	116.53320845046255	122.19107258250733	113.10345875303028	162.7873122803867	135.2564157609595	139.70074372726958	129.7943728810642	117.44395499488746	121.08494602423161	109.55680545377254	116.53551754390355	113.85377589063137	110.38446368131554	114.00888745466364	122.02226692886325	130.38919133285526	127.12673374311998	143.23111745656934	153.5772875373077	112.32419203943573	135.3103203214123	138.8673273345339	122.29745500092395	117.7213403499336	138.2519548086566	141.17097150790505	148.36731019121362	103.54950761893997	101.30359912177664	123.2681410794612	141.36780084331986	153.8660113188671	161.800821142504	115.34464675164782	120.83178379602032	117.89212469570339	145.37452393607236	106.439807307499	130.6783749000606	0.0	133.49522101227194	128.73728677269537	143.66303253907245	153.39964038995095	
P43116	126.01098349620588	123.47806301392848	129.04600474293693	115.93553500288544	154.19230562017765	115.9119683286408	105.01938849344151	126.01503635221161	111.1306132869795	123.20587299962062	120.30795616656542	121.42180190066574	97.2579876355012	118.76718451117631	121.70603867448517	131.2386956299597	136.96711119927932	118.3656442091451	123.74632678751368	105.35639409761643	151.52688710170332	116.75729188896366	118.25103408732684	138.81465163838584	121.64560834933945	145.63479991373606	112.9022044367739	109.52682589890901	107.04959566140315	130.21715788496658	130.67355256766314	103.12598933975096	135.98265795462066	130.72642500406073	140.48438143261592	152.09415793477092	123.89103706582682	104.0130858651537	126.05959408800118	171.98685109583312	115.09262375661638	128.715790513088	114.67127263714792	115.97355518158292	133.59849080469576	133.3052019632305	123.70917505014222	127.86587249400327	128.1999436148326	132.0717057875445	107.5934520293813	129.30342244497297	117.99862344999565	144.73252183408476	139.28168615943287	126.06904266658239	138.3083898636978	118.89715137101302	123.20554533484392	97.95574830421538	114.16676468017977	116.59505367474048	131.84668418957153	120.59577925028862	122.49556316906819	132.89222247863654	109.84723251871765	142.0533418500563	153.2187691324798	128.3896115743555	122.25856525270501	115.34179616899928	110.8953536687186	118.40073944401229	120.303015814221	120.06403369084	146.4519736453076	116.27000278182095	111.00200353100081	136.54158698325045	143.119964841404	129.39038756501395	145.0294654557947	102.10249627870508	93.70502739929361	96.49801412480883	145.97479029279202	90.83112505980534	114.32944845380553	133.49522101227194	0.0	101.75358134962153	125.41700868180487	145.4736086956691	
P34995	120.2928751296131	126.13944364961935	125.7120516540308	110.88154806449165	149.22372223739512	118.69707801868208	108.44395256746793	121.68424334807787	101.5619737302186	123.34313755109906	121.71797208639327	120.34288005548296	93.28866337990621	117.04691310296766	123.08765060544829	132.64870154115488	130.01010001031682	114.4485879947315	119.03364720731042	108.21617053303635	139.76675969315693	120.15993028509547	109.84371071966598	140.68716836092062	122.12755175710481	139.09441369154956	119.58319778169971	108.7521441958379	111.8993584382697	125.6434777128743	120.10284385486739	104.38691054095398	137.77930181467673	129.23599086377362	132.63859445453272	155.34372975467704	120.90506259602262	106.86436694706208	125.18796357384417	167.75319052909617	120.84281590837054	121.09999204566702	120.56187489099102	121.81581599108176	133.64432120058336	129.64283441699808	113.09804671653546	120.61033097765176	120.32334825379075	136.34576737925818	107.49381952335534	120.94861033710913	121.29110072675394	137.77661283465568	141.7053521736525	118.72666195739293	129.31598369043786	118.7089829841716	132.40222843142692	96.89704245903704	111.54442215245217	111.01331297677825	129.16770731046563	113.90773039983469	118.94004312081961	125.04403614252806	110.10384106647689	137.20421401807107	151.06718814230408	126.56465839559678	117.38783300464274	108.93361808877671	109.81923092540819	123.76819383708062	115.62110902596032	116.05472110037226	144.80469279520912	117.75750786619028	116.25296303522191	123.82636748475488	139.75737487501465	135.40936656319536	132.60287987894844	101.98810118401889	102.16505118081113	78.90118030633312	139.25496795366053	87.55652357434155	107.5411423905025	128.73728677269537	101.75358134962153	0.0	138.73730206419714	139.34415671636816	
P50406	135.0568534246413	143.38278249761788	143.57192728781956	124.22627647846093	175.72862373152748	140.25503213051707	120.50886736594839	136.59816704306286	134.27106110716704	133.99377310089767	140.3826494597597	126.32669359218562	114.40887030988233	124.4425592161715	129.6058594963688	155.78876813102397	142.68552243337035	126.36748594773235	149.29365937737748	127.12774185504531	160.0454845619388	131.8241374027275	149.33266025484772	146.40877026203088	137.7158458367776	157.08287171449047	128.18512782629114	119.5949243241921	123.85452004388208	136.9867856624769	149.88039618200855	119.05873197127949	153.14178434276255	142.56322266136704	153.87346319606877	172.84577583731152	141.35230339848204	121.45397416866035	133.42717291472945	185.572804047697	128.41699549811892	141.40069309738465	135.11132802878274	124.98705268005142	153.78549037119956	148.95232528162887	149.95175392436795	145.72621590463677	142.14028981764568	141.10486899151874	132.51068226587086	142.95239778316318	129.84857449034462	159.08358512504492	161.01287414738908	142.6969528265181	150.80352413316723	144.36410283819714	132.7446595019428	110.55344786045316	124.86516477470286	131.98686649047886	136.19441279099556	130.10577013136935	131.9372278797091	143.61060879053548	139.74020812276285	154.0371303553693	168.0416631148255	139.41455712600145	135.26260457286844	141.31294679938583	124.85645384667441	132.0751141810906	142.0919390617055	146.8284497183049	134.2064625917119	134.26746420521522	127.19901545756147	152.2023747713538	146.8686670991592	148.97229137131944	169.54036429163534	121.92976317962166	125.0353286335594	128.71829808701295	162.49139448360074	116.72577430616366	145.1985677798075	143.66303253907245	125.41700868180487	138.73730206419714	0.0	169.98808937135618	
Q96G91	155.81481419270858	150.45537990733283	161.74914378588437	134.02803656939795	176.2357762727188	143.42713894566987	139.29649699100992	147.5821366617456	137.02111857174896	145.47817684907932	144.10211934917606	157.3073207383859	125.83250443876022	145.5020331685664	150.48347121445113	166.48331939513446	157.73426496156026	145.98483508621575	148.1010369482683	135.75766168901464	167.25845030823257	154.4825241783692	159.07019993994618	159.87286251864862	144.36321290601336	169.57908951840363	145.11729384446517	136.76919537375215	143.69658285292098	153.26483626943082	151.62640113156522	132.36342584548402	153.94884617062053	154.6244216979394	164.14012602789444	175.32211867545266	143.30211038532434	133.32666966455872	157.02986900135875	126.88534790315316	139.66391450201627	159.3880441635847	146.0398843358853	153.34777841117466	156.2998153460503	159.95831827883376	151.93488505564164	158.3194863864337	149.19015934882918	155.49320331298804	138.57110622116306	153.25651821865904	146.57686223037308	187.35261317831464	166.78995188197587	156.05923146521673	161.26660006330349	150.19052605166507	146.60176416952163	133.85561509085528	140.89625651866663	138.22547014369047	154.71361682243878	148.98960774482111	154.19583642395446	157.66516131476965	141.04445008235052	174.7202329795109	147.04702863839339	156.84730982640758	154.55362766521284	151.50234273605747	137.0234291414963	141.68203335191356	152.88227798003936	155.73499251133762	179.1357707050047	143.04384952486726	136.34223669933272	159.2029603193514	159.68249377899338	165.76038889947813	173.97825565375388	136.17352122091688	141.54400925239315	140.64975138171576	166.56854571588337	126.40340649936115	147.08644968694716	153.39964038995095	145.4736086956691	139.34415671636816	169.98808937135618	0.0	
