	P30556	O15303	P35368	P08912	P21918	P18825	P51582	Q5T6X5	P35372	P47898	P32239	P25021	P14416	P32238	Q8TDS4	P21731	Q14831	Q9H244	P0DMS8	P35462	Q15077	P21917	Q15391	Q13258	P47900	Q9NPC1	Q99677	P34969	P37288	P28221	P43657	Q8NFJ5	O95665	P41595	P41231	P08588	Q96G91	P43088	P29274	P13945	P28223	P35346	P51681	P48039	P08100	P08913	Q15722	P30518	P18089	P50406	P28222	P32745	P30939	P28566	Q9UBS5	O00222	Q9NS75	P07550	P35367	P35348	Q14832	P41594	P30874	P29275	Q9Y271	P21728	P30872	Q13255	P34981	P25024	Q14416	P43116	P43119	P08908	P21554	Q13639	P30542	P24530	P11229	P28335	P43115	Q9Y5N1	P41145	P08172	Q14833	P20309	Q9H3N8	O60883	P08173	P34995	P25105	P41143	P25100	P25101
P41145	104.00704275324824	126.13822965542204	109.76015802816255	123.18379545249627	115.5680519977177	128.3421823325043	127.50427851264249	152.97351017573965	83.02198337149457	114.06933912468958	106.93316907438566	112.7392265322269	102.18462981344783	122.5804045725672	137.34167572905426	94.24636503195507	112.7593498492788	129.85446535947267	171.0634177121683	108.00914624650613	126.60228485256084	148.21529772982467	115.25612853540224	107.74753070107545	136.0349913132668	152.28942979275598	148.0656203251856	100.95351252960972	130.5878306295781	101.8979045683227	129.10135079393513	154.48925099059124	114.14617297923542	135.5364387370355	116.98426313130767	122.36358108965214	138.22547014369047	129.0722198469739	115.61080711209797	126.45401536629652	113.85377589063137	117.8482062513649	106.80255711034988	115.6907614414522	102.77852813929348	124.71376651144237	114.56423604850715	123.78699286296614	123.52978712710319	131.98686649047886	107.48706161711016	117.91808800058789	92.4296287913894	105.13543833172298	89.46129289802047	134.93894498379086	141.84744421037612	94.61607512869523	119.52209365853923	122.79394171954482	117.4381636789476	99.99070114194183	102.27177982029389	101.47961253570975	124.54262684765854	96.76250004020403	121.43956595440977	109.20607728490722	101.21512795954186	111.17110836823122	104.81657880012062	116.59505367474048	109.9769105448213	116.740984818156	107.00016119623615	140.62108183678356	114.98158592687105	117.30047236882092	94.95023255271371	111.03632536766236	104.87701949881739	96.998154582805	0.0	82.89507836071425	124.20001936562767	108.51887268785504	139.30008791715954	134.7994260810956	126.69239724220824	111.01331297677825	140.02097580916598	71.55157376054558	119.10126493484859	120.6106173672888	
P08172	77.85130510962335	102.84180885460228	91.18993804723141	94.39417178794974	103.44706841779407	118.29268452507677	101.01701046788367	139.59045351593522	87.49579657480353	84.53664795099758	86.06322557892418	93.53680690270266	82.81933879863936	108.66047910816269	119.40348845900735	61.15940746758133	87.48103570390958	110.21280931754154	153.18231779625057	98.88018535420997	115.37529626104515	132.57679848905536	99.18178223795258	87.07498092274182	116.25474366842536	140.88887524610618	129.3894017135608	91.87029944025562	117.28042972355615	96.14931675500702	107.28548774024239	134.04467898624716	92.0627177922288	124.64577528607333	97.805784553173	110.32505414824118	125.83250443876022	114.46784113277681	103.6503518249956	110.63084554258967	101.92905745882308	103.35998940374702	90.26624311279738	93.99572645686567	80.74439591504779	111.2476182343089	98.65308467079012	94.63674295938108	111.71371907790308	114.40887030988233	95.9692967782612	104.11068434594199	57.97573101393937	82.48663968208712	74.15768967906479	116.035193700518	125.96242643982987	71.75393149786396	100.62824449298205	104.66874256258598	88.95253599685384	77.00159150463878	88.72873168671504	89.72808514820645	107.60921343346126	77.84581169701414	111.21036086388631	87.97937664418714	85.69246595051663	87.84330321213929	83.64208636363037	97.2579876355012	80.71860469819512	99.34587260782428	92.87420156899316	129.6816589202499	95.927184957196	99.72822867699142	64.8282129423169	89.92979827424278	81.32067477999954	70.91380609982298	82.89507836071425	0.0	101.97473021577753	77.07226685655769	131.11014077434083	113.1170545243076	98.21614654822042	93.28866337990621	121.21977490716381	82.27145453792764	97.2564594596115	103.49263124592835	
Q14833	121.88833075169532	103.07797106642101	121.70718167930318	130.94550336709653	131.2557371143048	140.91410295256355	132.0212849567033	156.33496285510773	124.80796816888324	100.51728751389601	115.85258976324985	137.4808374359418	109.76693916491058	136.9541380250448	146.5644770006329	106.57975639232609	82.23873599462968	135.75139395573933	174.17409749985381	125.02880470444506	143.84594004233077	154.05295283965825	129.30791359911382	119.37942059100897	137.9748032498028	164.31751534539217	151.772810601964	123.88185836742923	141.61203377081256	123.06999506377906	134.60738028575724	163.12410970895144	118.73769059187907	145.34494773064216	127.6784930095746	146.0649669511622	155.49320331298804	148.33361006008636	133.66614890833443	142.1623987636849	127.03846166133008	127.37853908415127	122.32360708156193	120.74854893265001	114.06475868104462	134.15828425400832	130.44522954785498	124.2197551838326	134.6097864255571	141.10486899151874	122.60108410626708	126.62820840785571	106.78479885109118	107.61351997779275	105.81753148573625	109.32498629509064	145.61648809445614	122.10878562960715	140.75122735921468	136.5227323979052	87.23174198983179	87.6546556061221	112.34760111726064	128.82414302903635	140.25044591985352	104.70655602846819	130.853251023349	88.23567223806458	122.41632161903544	128.91494976553076	85.97720317314088	132.0717057875445	118.88535404861614	109.98190555305337	117.86243934908998	159.75850335303403	116.2960433463304	121.74855139933061	101.65192211438261	116.63014654091967	119.7612005405681	98.93082580425835	124.20001936562767	101.97473021577753	0.0	119.01180401949387	154.07182853900304	123.96378297450428	130.50420761735586	136.34576737925818	148.19698477709608	118.9643151517812	130.35072414030583	133.04779925568437	
P20309	108.52326878771419	123.44407080148812	115.16450014236034	86.19607538549462	123.57143056893256	143.34828277147608	127.98096445476403	148.59228057117434	118.43503086728742	115.87132217059843	101.7230222649523	110.87792519907816	108.8155395736685	119.88212675106479	145.9874201247585	94.14362788642757	109.26328389823902	136.10327052205685	168.8523344194109	121.51387772936141	128.21305671776645	148.77796074553044	118.9977742836345	109.68517351418268	136.44915859174216	153.5487996286829	140.16189100261545	119.12912612748914	130.94774883950595	122.18277026130818	121.49400910298573	152.7995172283263	114.12869260658044	137.08541632298147	115.49329030828085	130.72230203580693	145.98483508621575	124.03174286521971	127.55378279899014	131.96332188142696	121.23179158993298	118.9521187414648	119.2958708848455	117.60472784691956	107.95080066924129	136.6276320774923	115.73173448942543	120.68582616711501	141.28328606134164	126.36748594773235	122.43188629619544	126.50119532970712	96.37316070952511	105.68916271533817	100.28655666590203	132.3423942856607	134.35959696923965	104.39347940700827	107.86899359495146	128.8469005872612	116.04478263302008	104.0586367775395	112.80381333827972	111.00891064136522	123.3130691574188	101.13664824649459	132.1029218392796	106.15277254377725	105.48231735576701	117.96747539046919	108.4391285283491	118.3656442091451	104.65235104097519	129.1590136836021	120.10879663775268	138.27966583904345	125.90785083454102	116.34601726573601	82.77760941025917	113.80244079331169	113.79242633987451	102.07337378358352	108.51887268785504	77.07226685655769	119.01180401949387	0.0	148.7582288981066	132.2402227485436	114.96786026336486	114.4485879947315	140.75981692929054	106.84851703111781	119.97499268670072	126.47778319561621	
Q9H3N8	139.29859999881592	151.9030588210444	146.70984248808236	153.6086762638297	150.30453732871683	162.3241900705034	146.91678027249873	183.0625079984311	147.93969750509132	140.64468994102208	146.24399647885002	144.12761171275633	147.56642435741378	161.49655740358867	158.32617140654474	130.2606978918775	144.57435757265193	153.00338658076362	190.28915581080946	150.29482766322326	156.57778255193261	172.94534701484372	143.39195026032394	142.52101910900092	166.1680608028546	174.719329613843	175.55352141300682	142.17258045708877	158.59461245819693	147.259077535884	157.60513619275298	176.46545975096524	153.9169869593461	162.39819434471428	148.51005673833424	156.79777751173242	167.25845030823257	162.08918941084994	155.5865122686373	148.2949437070638	154.27874828351196	152.16229022847256	143.55297271395102	145.39098145841854	144.79564836477948	150.77061969868373	144.53209353370767	149.7003726598923	156.16350609218352	160.0454845619388	151.423751148046	149.84863304399187	131.32302474028256	143.14068748627324	142.45136981987162	164.1121030356735	155.96635623768088	142.77679337596055	150.19138733588625	149.3013153221691	152.82572566659655	143.8348244985973	138.41155162634095	140.00307338719722	153.49249396956293	141.15369223849848	149.3797398697352	147.4134552392643	144.18287948814395	135.38893052365165	144.31541249138536	151.52688710170332	140.99820538499625	146.47132440072892	143.68227655159717	169.32133337605046	143.45128853741335	151.33755753898004	138.11216805546428	155.7631965377368	141.43327494466212	128.1372849327454	139.30008791715954	131.11014077434083	154.07182853900304	148.7582288981066	0.0	152.75110675534233	156.77958312327974	139.76675969315693	167.34169853234198	142.6852741308976	150.35293450894096	157.88896404509433	
O60883	130.0469118297333	136.06039370951476	140.16854988693376	141.57532595598605	136.3410967819509	156.25742577400524	136.01521819038317	175.2648241815623	135.8020834728377	118.27271637163358	117.96035859687254	145.44372375306557	121.7024014145718	139.74212067655753	149.85888494644314	114.82019835425308	128.14782981824828	143.90095079728053	193.65149757548352	137.34126700635534	149.83540696214186	170.9496522572881	133.9052502385457	127.28687899681972	151.43368163891137	161.27062578254845	158.08053511113394	135.90666455190512	152.93378686899086	138.88888559531188	142.02591364190448	163.85276397224516	123.00872953206999	167.34882566938177	140.67095965490444	151.12163584362133	159.68249377899338	156.86314195411978	134.36196403962094	152.4588214480318	141.36780084331986	139.63261529564625	128.0846539302729	135.12005436752224	122.92691510097211	150.02910092344973	135.11166080359544	141.37364615994738	150.59484402401722	146.8686670991592	137.97781372780446	135.87662434967933	116.45580891806458	122.77971107303165	121.27369165542768	151.454521081876	153.7376639765862	130.65239332302008	150.27745249465806	145.7311918187188	118.47198872861918	125.19320932994015	125.90199625556124	127.47652983677108	148.59729726292426	119.78451729752123	143.76419197639916	123.81170408357866	125.13127252519189	123.80462872574572	120.51158962358022	143.119964841404	125.2177175146644	136.93097960228624	131.05436599721725	163.94290547125274	128.8508527149097	134.80933919279778	120.08578379979008	134.99565212847665	126.86362670513336	116.76716274317005	134.7994260810956	113.1170545243076	123.96378297450428	132.2402227485436	152.75110675534233	0.0	139.07517061731778	139.75737487501465	151.36974025995005	129.68500356352888	140.64044101430773	140.32766830013134	
P08173	125.57105789228808	138.59605726780137	132.23238129206584	119.88952766638249	133.88001828937558	151.17238677304704	145.19027992500924	164.82811952615157	122.4339384335326	118.46679643675452	125.90816005179659	135.3701449248765	122.89320828387281	135.66275804443285	147.90422869543545	119.00001554546179	124.09028146130731	143.29393094187253	190.02986221082392	125.53403888700996	152.49474157294026	157.63386537801125	137.6395131716854	127.9181408653385	146.68351396615617	174.4748747536214	165.06728315295186	129.0768383341201	147.64309077820508	130.40511219127802	148.76582179276738	171.0828516848851	129.22102261014516	147.94376510963775	147.11600541166263	144.26293616040493	159.87286251864862	150.88925279077375	141.99316257506143	144.61647201771848	129.46007923560683	137.16823547397507	132.0481161212083	133.32513505971292	120.42675666817377	144.92686650331598	145.17346843222913	136.57008524559205	146.3633561405295	146.40877026203088	133.14337214862462	134.6156773029943	112.59799411830318	119.26962995209033	115.6918372491491	142.10394132812507	160.44211355040898	122.20851078920532	133.1446605999372	141.6556154555874	127.11658969463315	121.32990990523831	122.66000308602815	131.5352830865886	147.15642058401136	118.29402089933865	141.6628269975772	126.5170002807863	130.88174519831955	133.74018342525233	120.33952611853601	138.81465163838584	120.8334312895895	126.22175190715643	131.3721876017953	155.24214534537168	138.00653591373703	143.89897359874158	106.11992859447491	128.79490051581524	123.03653378679883	117.66098651834182	126.69239724220824	98.21614654822042	130.50420761735586	114.96786026336486	156.77958312327974	139.07517061731778	0.0	140.68716836092062	155.93188634968828	124.46807930618525	130.91621297189704	143.9299641828984	
P34995	101.5619737302186	137.77930181467673	113.90773039983469	120.2928751296131	129.16770731046563	139.09441369154956	119.03364720731042	155.34372975467704	121.71797208639327	123.76819383708062	117.04691310296766	120.15993028509547	117.75750786619028	121.09999204566702	135.40936656319536	87.55652357434155	120.56187489099102	133.64432120058336	167.75319052909617	126.56465839559678	120.10284385486739	151.06718814230408	115.62110902596032	102.16505118081113	130.01010001031682	132.60287987894844	137.77661283465568	123.08765060544829	129.64283441699808	118.94004312081961	116.05472110037226	149.22372223739512	120.32334825379075	137.20421401807107	108.93361808877671	125.7120516540308	139.34415671636816	109.84371071966598	121.68424334807787	125.04403614252806	128.73728677269537	121.81581599108176	118.69707801868208	117.38783300464274	110.88154806449165	129.31598369043786	107.5411423905025	126.13944364961935	132.63859445453272	138.73730206419714	125.18796357384417	120.34288005548296	96.89704245903704	119.58319778169971	108.44395256746793	141.7053521736525	132.64870154115488	101.98810118401889	118.72666195739293	123.82636748475488	132.40222843142692	116.25296303522191	111.8993584382697	109.81923092540819	120.61033097765176	108.7521441958379	125.6434777128743	120.84281590837054	107.49381952335534	110.10384106647689	121.29110072675394	101.75358134962153	108.21617053303635	129.23599086377362	122.12755175710481	144.80469279520912	120.90506259602262	118.7089829841716	104.38691054095398	123.34313755109906	78.90118030633312	106.86436694706208	111.01331297677825	93.28866337990621	136.34576737925818	114.4485879947315	139.76675969315693	139.75737487501465	140.68716836092062	0.0	139.25496795366053	111.54442215245217	120.94861033710913	113.09804671653546	
P25105	134.63714869820978	154.2042954461067	139.2894205408229	148.27634686557576	155.2741131990333	153.54829056258313	141.4642195169581	182.47027532814536	141.22765609179623	140.6464470429928	138.29971289436799	144.83065892980085	141.98897704220144	151.31673562643118	158.38506381574553	118.16146138886688	141.82278182910522	144.8358891242824	188.49313388895825	153.67047482542694	136.7408104877104	176.13869366809377	136.64116055733757	129.42692458053352	136.51609452546109	166.42755157593638	155.6281815271359	135.32741702898056	151.31855231226655	154.98903204413364	146.77576429746114	161.94036241725553	134.9236167674535	166.64670577982906	130.96884056105046	151.18491836151225	166.56854571588337	151.400075022073	150.3013382703066	154.22039726900402	145.37452393607236	152.4935403415584	122.5639166837791	145.89097694359953	129.80192066387826	155.77212295494974	135.05018198765174	145.91220645589055	152.92055236620945	162.49139448360074	143.8223721724935	159.66385333560174	127.92290497435897	143.06072325556306	130.01055616833037	159.84753811580595	153.62279280289658	134.189334820956	143.41942305932753	149.18986068014055	140.31864635273814	137.93468614059384	146.1042642557877	139.29019349766895	136.1959552988992	137.95646271540318	154.1442727560643	138.30604834703263	136.77326477247698	127.17803745833226	140.089013282035	145.97479029279202	127.34379644849105	146.18494002624357	132.62298007485515	172.7706521852524	146.1647290281835	131.92356674138864	129.2010632736201	140.83434031822253	138.94004046102054	130.10852524262737	140.02097580916598	121.21977490716381	148.19698477709608	140.75981692929054	167.34169853234198	151.36974025995005	155.93188634968828	139.25496795366053	0.0	139.76594236993697	149.6280424648503	138.93744392262306	
P41143	101.26529269712046	124.3078978555859	106.061939508043	123.28820933413226	118.45910802675644	126.24570613971446	116.6317077332642	151.8391365702264	77.90150698332582	109.29717671551043	105.6839943791274	114.49793919085641	104.48533482680796	118.95701958192512	133.96319651207887	89.34872733236989	109.60478530119872	122.12341076726443	165.51207607940887	110.59830786625389	124.63142229017103	147.55083265076973	110.8690985920257	105.61393112404039	128.75404856097884	144.31047655281145	147.3095338366693	101.61611044357414	138.18301325821085	110.77122200810118	125.39518211770337	155.96178506570868	113.451109884365	127.13375565153547	112.96778795105638	117.88460167500307	140.89625651866663	130.6854331107461	111.34405976475682	115.21482769143768	116.53551754390355	117.65907780750422	107.87121149082668	113.1937813499826	101.66830283306626	124.84842826251406	113.78775303375733	119.48232107789954	123.24387127868249	124.86516477470286	110.11516069655772	115.69833504705457	89.76414940685208	103.17182340373984	94.30074540287023	131.19038694468327	142.52204225069727	90.67851116426755	120.07712595997145	121.55667163117323	115.78261864802334	99.57336896043853	105.20727057760814	101.26735671388451	125.02177058131201	98.82521894318052	122.01377928617876	108.60832640249282	99.24290483344521	113.31316101702396	104.24451994133415	114.16676468017977	105.22467280371347	112.69119725328346	101.61304494032811	137.89411173254484	107.95750101172598	117.53797127459256	95.78150565750548	108.6078122172039	102.37631234049331	95.68220749977627	71.55157376054558	82.27145453792764	118.9643151517812	106.84851703111781	142.6852741308976	129.68500356352888	124.46807930618525	111.54442215245217	139.76594236993697	0.0	113.77952791202551	125.03421126119792	
P25100	107.72242086671031	136.53608269831602	77.77223799490457	129.08520385191514	127.33522958511458	117.03923652739468	137.5100540857602	158.1195728297971	114.71475364104117	116.91366217441828	118.88437388151215	128.45775608447002	107.0280920522564	130.97404906876181	146.52699293882324	99.52910819435056	120.13434235595196	142.34589197226887	177.42529938756343	122.30476195691881	140.02635264902347	155.62643897711678	126.9329924398844	121.6339613580567	136.73310469755233	155.16397294984927	156.82366553205793	111.97002862169029	135.90991084306006	119.75421582494891	136.27844076859037	163.0226707825277	119.62481386871514	141.40281303541997	127.77305296069972	118.02986027496081	153.25651821865904	142.15680499927112	126.39310979517904	116.08076509867533	122.19107258250733	126.41730635014392	125.91984497931116	127.7537109966579	112.62151024924242	112.13733421521465	126.6021576763087	126.21990005118278	110.36286664733052	142.95239778316318	120.0352803871574	128.00250757199683	105.04230097337131	115.68009757424443	119.91429616597452	139.6871488032557	140.78514351914782	98.1421496456096	123.8575705487674	79.13356514811312	124.82382634863461	110.96846703087067	118.1046676131009	124.4642759128401	132.4088223827348	112.6779814109832	126.5769679774603	120.04879672277457	115.05515288278548	125.59304302045348	120.75741582603223	129.30342244497297	112.14469755366008	124.52877102130878	125.26895411307487	143.92934794286703	122.67719289793604	117.72534145575628	107.22449505150871	121.8852662186764	113.9261604738349	115.19974106500013	119.10126493484859	97.2564594596115	130.35072414030583	119.97499268670072	150.35293450894096	140.64044101430773	130.91621297189704	120.94861033710913	149.6280424648503	113.77952791202551	0.0	121.01714269386866	
P25101	109.73108081507962	135.60282715543872	120.5891806067375	137.03102570341434	128.4311949388939	141.87650308304	135.47101003606804	160.6684720586054	126.63601858669426	122.33282919233898	121.80099830031395	134.95874080064823	115.15643756469944	128.68666682159528	145.7224653630983	97.23874603043078	125.71408582484582	139.65499564012862	173.08092809238588	131.06519425811712	142.1829786352464	153.7650228907296	127.49885629996425	112.23697281809291	132.29845040594228	154.09669200971257	144.63186722586397	119.60488587708096	136.56527799117612	131.18412114138482	122.39549699181225	151.13359500584193	124.15528075565817	146.46836656262167	123.96608828572789	127.54699244865333	151.93488505564164	129.5967958329129	128.6681985046016	135.79143517534249	129.9251208609203	132.72425077325897	114.95466258772649	128.7663250156329	109.50296963103028	135.8511642512167	129.5296978585684	127.65302323322976	137.927786979737	149.95175392436795	127.27829271287192	130.2131396906334	108.01554386767384	125.66380194138037	116.27753580367425	142.56870032730512	141.08051342933322	113.28606182674412	129.81958545331145	128.3394031637581	125.9419016308384	116.20738459043787	122.9487653405522	119.12896726164035	134.24134715792025	116.23892366164364	132.3444602523232	117.15724682854488	118.66454081049596	119.00159268279094	124.08403766917763	123.70917505014222	111.26859690988204	126.7040885793831	127.54355642812152	157.59285327250836	131.05000791483326	90.2732592435932	113.80110389154288	122.34777825814672	117.4834135005949	115.2629050250689	120.6106173672888	103.49263124592835	133.04779925568437	126.47778319561621	157.88896404509433	140.32766830013134	143.9299641828984	113.09804671653546	138.93744392262306	125.03421126119792	121.01714269386866	0.0	
